nodes,techs,carriers,carrier_out
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,1.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,1.0
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,1.0
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,1.0
ESP_1,battery_CN,electricity,1.0
ESP_1,battery_CZ,electricity,1.0
ESP_1,battery_ESP,electricity,1.0
ESP_1,battery_HU,electricity,1.0
ESP_1,battery_PL,electricity,1.0
ESP_1,battery_US,electricity,1.0
ESP_1,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_1,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_1,biogas_to_electricity_supply_FR,electricity,1.0
ESP_1,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_1,biogas_to_electricity_supply_UK,electricity,1.0
ESP_1,biogas_to_electricity_supply_USA,electricity,1.0
ESP_1,biomass_ESP,electricity,1.0
ESP_1,biomass_FR,electricity,1.0
ESP_1,biomass_IT,electricity,1.0
ESP_1,existing_biogas_to_electricity_supply,electricity,1.0
ESP_1,existing_biomass,electricity,1.0
ESP_1,existing_ccgt,electricity,1.0
ESP_1,existing_chp,electricity,1.0
ESP_1,existing_coal,electricity,1.0
ESP_1,existing_hydro_reservoir,electricity,1.0
ESP_1,existing_hydro_run_of_river,electricity,1.0
ESP_1,existing_nuclear,electricity,1.0
ESP_1,existing_oil_and_other,electricity,1.0
ESP_1,existing_open_field_pv,electricity,1.0
ESP_1,existing_pumped_hydro,electricity,1.0
ESP_1,existing_rooftop_pv,electricity,1.0
ESP_1,existing_wind_onshore,electricity,1.0
ESP_1,existing_wte,electricity,1.0
ESP_1,open_field_pv_CN,electricity,1.0
ESP_1,open_field_pv_DE,electricity,1.0
ESP_1,open_field_pv_ESP,electricity,1.0
ESP_1,open_field_pv_MY,electricity,1.0
ESP_1,open_field_pv_NL,electricity,1.0
ESP_1,open_field_pv_PT,electricity,1.0
ESP_1,pumped_hydro_CN,electricity,1.0
ESP_1,pumped_hydro_ESP,electricity,1.0
ESP_1,roof_mounted_pv_CN,electricity,1.0
ESP_1,roof_mounted_pv_DE,electricity,1.0
ESP_1,roof_mounted_pv_ESP,electricity,1.0
ESP_1,roof_mounted_pv_MY,electricity,1.0
ESP_1,roof_mounted_pv_NL,electricity,1.0
ESP_1,roof_mounted_pv_PT,electricity,1.0
ESP_1,wind_offshore_CN,electricity,1.0
ESP_1,wind_offshore_DE,electricity,1.0
ESP_1,wind_offshore_ESP,electricity,1.0
ESP_1,wind_offshore_FR,electricity,1.0
ESP_1,wind_offshore_IND,electricity,1.0
ESP_1,wind_offshore_NDL,electricity,1.0
ESP_1,wind_offshore_PT,electricity,1.0
ESP_1,wind_onshore_competing_CN,electricity,1.0
ESP_1,wind_onshore_competing_DE,electricity,1.0
ESP_1,wind_onshore_competing_ESP,electricity,1.0
ESP_1,wind_onshore_competing_FR,electricity,1.0
ESP_1,wind_onshore_competing_IND,electricity,1.0
ESP_1,wind_onshore_competing_NDL,electricity,1.0
ESP_1,wind_onshore_competing_PT,electricity,1.0
ESP_1,wind_onshore_monopoly_CN,electricity,1.0
ESP_1,wind_onshore_monopoly_DE,electricity,1.0
ESP_1,wind_onshore_monopoly_ESP,electricity,1.0
ESP_1,wind_onshore_monopoly_FR,electricity,1.0
ESP_1,wind_onshore_monopoly_IND,electricity,1.0
ESP_1,wind_onshore_monopoly_NDL,electricity,1.0
ESP_1,wind_onshore_monopoly_PT,electricity,1.0
ESP_10,ESP_10_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_10,ESP_8_ESP_10_ac_ohl_transmission,electricity,1.0
ESP_10,ESP_9_ESP_10_ac_ohl_transmission,electricity,1.0
ESP_10,Trade_Markets_ESP_10_natural_gas_transmission,natural_gas,1.0
ESP_10,battery_CN,electricity,1.0
ESP_10,battery_CZ,electricity,1.0
ESP_10,battery_ESP,electricity,1.0
ESP_10,battery_HU,electricity,1.0
ESP_10,battery_PL,electricity,1.0
ESP_10,battery_US,electricity,1.0
ESP_10,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_10,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_10,biogas_to_electricity_supply_FR,electricity,1.0
ESP_10,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_10,biogas_to_electricity_supply_UK,electricity,1.0
ESP_10,biogas_to_electricity_supply_USA,electricity,1.0
ESP_10,biomass_ESP,electricity,1.0
ESP_10,biomass_FR,electricity,1.0
ESP_10,biomass_IT,electricity,1.0
ESP_10,existing_biogas_to_electricity_supply,electricity,1.0
ESP_10,existing_biomass,electricity,1.0
ESP_10,existing_ccgt,electricity,1.0
ESP_10,existing_chp,electricity,1.0
ESP_10,existing_coal,electricity,1.0
ESP_10,existing_hydro_reservoir,electricity,1.0
ESP_10,existing_hydro_run_of_river,electricity,1.0
ESP_10,existing_nuclear,electricity,1.0
ESP_10,existing_oil_and_other,electricity,1.0
ESP_10,existing_open_field_pv,electricity,1.0
ESP_10,existing_pumped_hydro,electricity,1.0
ESP_10,existing_rooftop_pv,electricity,1.0
ESP_10,existing_wind_onshore,electricity,1.0
ESP_10,existing_wte,electricity,1.0
ESP_10,open_field_pv_CN,electricity,1.0
ESP_10,open_field_pv_DE,electricity,1.0
ESP_10,open_field_pv_ESP,electricity,1.0
ESP_10,open_field_pv_MY,electricity,1.0
ESP_10,open_field_pv_NL,electricity,1.0
ESP_10,open_field_pv_PT,electricity,1.0
ESP_10,pumped_hydro_CN,electricity,1.0
ESP_10,pumped_hydro_ESP,electricity,1.0
ESP_10,roof_mounted_pv_CN,electricity,1.0
ESP_10,roof_mounted_pv_DE,electricity,1.0
ESP_10,roof_mounted_pv_ESP,electricity,1.0
ESP_10,roof_mounted_pv_MY,electricity,1.0
ESP_10,roof_mounted_pv_NL,electricity,1.0
ESP_10,roof_mounted_pv_PT,electricity,1.0
ESP_10,wind_offshore_CN,electricity,1.0
ESP_10,wind_offshore_DE,electricity,1.0
ESP_10,wind_offshore_ESP,electricity,1.0
ESP_10,wind_offshore_FR,electricity,1.0
ESP_10,wind_offshore_IND,electricity,1.0
ESP_10,wind_offshore_NDL,electricity,1.0
ESP_10,wind_offshore_PT,electricity,1.0
ESP_10,wind_onshore_competing_CN,electricity,1.0
ESP_10,wind_onshore_competing_DE,electricity,1.0
ESP_10,wind_onshore_competing_ESP,electricity,1.0
ESP_10,wind_onshore_competing_FR,electricity,1.0
ESP_10,wind_onshore_competing_IND,electricity,1.0
ESP_10,wind_onshore_competing_NDL,electricity,1.0
ESP_10,wind_onshore_competing_PT,electricity,1.0
ESP_10,wind_onshore_monopoly_CN,electricity,1.0
ESP_10,wind_onshore_monopoly_DE,electricity,1.0
ESP_10,wind_onshore_monopoly_ESP,electricity,1.0
ESP_10,wind_onshore_monopoly_FR,electricity,1.0
ESP_10,wind_onshore_monopoly_IND,electricity,1.0
ESP_10,wind_onshore_monopoly_NDL,electricity,1.0
ESP_10,wind_onshore_monopoly_PT,electricity,1.0
ESP_11,ESP_10_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_11,ESP_3_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_11,ESP_5_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_11,ESP_6_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_11,ESP_7_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_11,Trade_Markets_ESP_11_coal_transmission,coal,1.0
ESP_11,Trade_Markets_ESP_11_natural_gas_transmission,natural_gas,1.0
ESP_11,Trade_Markets_ESP_11_oil_fuel_transmission,oil,1.0
ESP_11,Trade_Markets_ESP_11_uranium_transmission,uranium,1.0
ESP_11,battery_CN,electricity,1.0
ESP_11,battery_CZ,electricity,1.0
ESP_11,battery_ESP,electricity,1.0
ESP_11,battery_HU,electricity,1.0
ESP_11,battery_PL,electricity,1.0
ESP_11,battery_US,electricity,1.0
ESP_11,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_11,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_11,biogas_to_electricity_supply_FR,electricity,1.0
ESP_11,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_11,biogas_to_electricity_supply_UK,electricity,1.0
ESP_11,biogas_to_electricity_supply_USA,electricity,1.0
ESP_11,biomass_ESP,electricity,1.0
ESP_11,biomass_FR,electricity,1.0
ESP_11,biomass_IT,electricity,1.0
ESP_11,existing_biogas_to_electricity_supply,electricity,1.0
ESP_11,existing_biomass,electricity,1.0
ESP_11,existing_ccgt,electricity,1.0
ESP_11,existing_chp,electricity,1.0
ESP_11,existing_coal,electricity,1.0
ESP_11,existing_hydro_reservoir,electricity,1.0
ESP_11,existing_hydro_run_of_river,electricity,1.0
ESP_11,existing_nuclear,electricity,1.0
ESP_11,existing_oil_and_other,electricity,1.0
ESP_11,existing_open_field_pv,electricity,1.0
ESP_11,existing_pumped_hydro,electricity,1.0
ESP_11,existing_rooftop_pv,electricity,1.0
ESP_11,existing_wind_onshore,electricity,1.0
ESP_11,existing_wte,electricity,1.0
ESP_11,open_field_pv_CN,electricity,1.0
ESP_11,open_field_pv_DE,electricity,1.0
ESP_11,open_field_pv_ESP,electricity,1.0
ESP_11,open_field_pv_MY,electricity,1.0
ESP_11,open_field_pv_NL,electricity,1.0
ESP_11,open_field_pv_PT,electricity,1.0
ESP_11,pumped_hydro_CN,electricity,1.0
ESP_11,pumped_hydro_ESP,electricity,1.0
ESP_11,roof_mounted_pv_CN,electricity,1.0
ESP_11,roof_mounted_pv_DE,electricity,1.0
ESP_11,roof_mounted_pv_ESP,electricity,1.0
ESP_11,roof_mounted_pv_MY,electricity,1.0
ESP_11,roof_mounted_pv_NL,electricity,1.0
ESP_11,roof_mounted_pv_PT,electricity,1.0
ESP_11,wind_offshore_CN,electricity,1.0
ESP_11,wind_offshore_DE,electricity,1.0
ESP_11,wind_offshore_ESP,electricity,1.0
ESP_11,wind_offshore_FR,electricity,1.0
ESP_11,wind_offshore_IND,electricity,1.0
ESP_11,wind_offshore_NDL,electricity,1.0
ESP_11,wind_offshore_PT,electricity,1.0
ESP_11,wind_onshore_competing_CN,electricity,1.0
ESP_11,wind_onshore_competing_DE,electricity,1.0
ESP_11,wind_onshore_competing_ESP,electricity,1.0
ESP_11,wind_onshore_competing_FR,electricity,1.0
ESP_11,wind_onshore_competing_IND,electricity,1.0
ESP_11,wind_onshore_competing_NDL,electricity,1.0
ESP_11,wind_onshore_competing_PT,electricity,1.0
ESP_11,wind_onshore_monopoly_CN,electricity,1.0
ESP_11,wind_onshore_monopoly_DE,electricity,1.0
ESP_11,wind_onshore_monopoly_ESP,electricity,1.0
ESP_11,wind_onshore_monopoly_FR,electricity,1.0
ESP_11,wind_onshore_monopoly_IND,electricity,1.0
ESP_11,wind_onshore_monopoly_NDL,electricity,1.0
ESP_11,wind_onshore_monopoly_PT,electricity,1.0
ESP_2,ESP_1_ESP_2_ac_ohl_transmission,electricity,1.0
ESP_2,ESP_2_ESP_3_ac_ohl_transmission,electricity,1.0
ESP_2,ESP_2_ESP_4_ac_ohl_transmission,electricity,1.0
ESP_2,ESP_2_ESP_8_techs_ac_ohl_transmission,electricity,1.0
ESP_2,ESP_2_PRT_1_ac_ohl_transmission,electricity,1.0
ESP_2,ESP_3_ESP_7_ac_ohl_transmission,electricity,1.0
ESP_2,Trade_Markets_ESP_2_coal_transmission,coal,1.0
ESP_2,Trade_Markets_ESP_2_natural_gas_transmission,natural_gas,1.0
ESP_2,Trade_Markets_ESP_2_oil_fuel_transmission,oil,1.0
ESP_2,Trade_Markets_ESP_2_uranium_transmission,uranium,1.0
ESP_2,battery_CN,electricity,1.0
ESP_2,battery_CZ,electricity,1.0
ESP_2,battery_ESP,electricity,1.0
ESP_2,battery_HU,electricity,1.0
ESP_2,battery_PL,electricity,1.0
ESP_2,battery_US,electricity,1.0
ESP_2,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_2,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_2,biogas_to_electricity_supply_FR,electricity,1.0
ESP_2,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_2,biogas_to_electricity_supply_UK,electricity,1.0
ESP_2,biogas_to_electricity_supply_USA,electricity,1.0
ESP_2,biomass_ESP,electricity,1.0
ESP_2,biomass_FR,electricity,1.0
ESP_2,biomass_IT,electricity,1.0
ESP_2,existing_biogas_to_electricity_supply,electricity,1.0
ESP_2,existing_biomass,electricity,1.0
ESP_2,existing_ccgt,electricity,1.0
ESP_2,existing_chp,electricity,1.0
ESP_2,existing_coal,electricity,1.0
ESP_2,existing_hydro_reservoir,electricity,1.0
ESP_2,existing_hydro_run_of_river,electricity,1.0
ESP_2,existing_nuclear,electricity,1.0
ESP_2,existing_oil_and_other,electricity,1.0
ESP_2,existing_open_field_pv,electricity,1.0
ESP_2,existing_pumped_hydro,electricity,1.0
ESP_2,existing_rooftop_pv,electricity,1.0
ESP_2,existing_wind_onshore,electricity,1.0
ESP_2,existing_wte,electricity,1.0
ESP_2,open_field_pv_CN,electricity,1.0
ESP_2,open_field_pv_DE,electricity,1.0
ESP_2,open_field_pv_ESP,electricity,1.0
ESP_2,open_field_pv_MY,electricity,1.0
ESP_2,open_field_pv_NL,electricity,1.0
ESP_2,open_field_pv_PT,electricity,1.0
ESP_2,pumped_hydro_CN,electricity,1.0
ESP_2,pumped_hydro_ESP,electricity,1.0
ESP_2,roof_mounted_pv_CN,electricity,1.0
ESP_2,roof_mounted_pv_DE,electricity,1.0
ESP_2,roof_mounted_pv_ESP,electricity,1.0
ESP_2,roof_mounted_pv_MY,electricity,1.0
ESP_2,roof_mounted_pv_NL,electricity,1.0
ESP_2,roof_mounted_pv_PT,electricity,1.0
ESP_2,wind_offshore_CN,electricity,1.0
ESP_2,wind_offshore_DE,electricity,1.0
ESP_2,wind_offshore_ESP,electricity,1.0
ESP_2,wind_offshore_FR,electricity,1.0
ESP_2,wind_offshore_IND,electricity,1.0
ESP_2,wind_offshore_NDL,electricity,1.0
ESP_2,wind_offshore_PT,electricity,1.0
ESP_2,wind_onshore_competing_CN,electricity,1.0
ESP_2,wind_onshore_competing_DE,electricity,1.0
ESP_2,wind_onshore_competing_ESP,electricity,1.0
ESP_2,wind_onshore_competing_FR,electricity,1.0
ESP_2,wind_onshore_competing_IND,electricity,1.0
ESP_2,wind_onshore_competing_NDL,electricity,1.0
ESP_2,wind_onshore_competing_PT,electricity,1.0
ESP_2,wind_onshore_monopoly_CN,electricity,1.0
ESP_2,wind_onshore_monopoly_DE,electricity,1.0
ESP_2,wind_onshore_monopoly_ESP,electricity,1.0
ESP_2,wind_onshore_monopoly_FR,electricity,1.0
ESP_2,wind_onshore_monopoly_IND,electricity,1.0
ESP_2,wind_onshore_monopoly_NDL,electricity,1.0
ESP_2,wind_onshore_monopoly_PT,electricity,1.0
ESP_3,ESP_2_ESP_3_ac_ohl_transmission,electricity,1.0
ESP_3,ESP_3_ESP_11_ac_ohl_transmission,electricity,1.0
ESP_3,ESP_3_ESP_4_ac_ohl_transmission,electricity,1.0
ESP_3,ESP_3_ESP_5_ac_ohl_transmission,electricity,1.0
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,natural_gas,1.0
ESP_3,battery_CN,electricity,1.0
ESP_3,battery_CZ,electricity,1.0
ESP_3,battery_ESP,electricity,1.0
ESP_3,battery_HU,electricity,1.0
ESP_3,battery_PL,electricity,1.0
ESP_3,battery_US,electricity,1.0
ESP_3,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_3,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_3,biogas_to_electricity_supply_FR,electricity,1.0
ESP_3,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_3,biogas_to_electricity_supply_UK,electricity,1.0
ESP_3,biogas_to_electricity_supply_USA,electricity,1.0
ESP_3,biomass_ESP,electricity,1.0
ESP_3,biomass_FR,electricity,1.0
ESP_3,biomass_IT,electricity,1.0
ESP_3,existing_biogas_to_electricity_supply,electricity,1.0
ESP_3,existing_biomass,electricity,1.0
ESP_3,existing_ccgt,electricity,1.0
ESP_3,existing_chp,electricity,1.0
ESP_3,existing_coal,electricity,1.0
ESP_3,existing_hydro_reservoir,electricity,1.0
ESP_3,existing_hydro_run_of_river,electricity,1.0
ESP_3,existing_nuclear,electricity,1.0
ESP_3,existing_oil_and_other,electricity,1.0
ESP_3,existing_open_field_pv,electricity,1.0
ESP_3,existing_pumped_hydro,electricity,1.0
ESP_3,existing_rooftop_pv,electricity,1.0
ESP_3,existing_wind_onshore,electricity,1.0
ESP_3,existing_wte,electricity,1.0
ESP_3,open_field_pv_CN,electricity,1.0
ESP_3,open_field_pv_DE,electricity,1.0
ESP_3,open_field_pv_ESP,electricity,1.0
ESP_3,open_field_pv_MY,electricity,1.0
ESP_3,open_field_pv_NL,electricity,1.0
ESP_3,open_field_pv_PT,electricity,1.0
ESP_3,pumped_hydro_CN,electricity,1.0
ESP_3,pumped_hydro_ESP,electricity,1.0
ESP_3,roof_mounted_pv_CN,electricity,1.0
ESP_3,roof_mounted_pv_DE,electricity,1.0
ESP_3,roof_mounted_pv_ESP,electricity,1.0
ESP_3,roof_mounted_pv_MY,electricity,1.0
ESP_3,roof_mounted_pv_NL,electricity,1.0
ESP_3,roof_mounted_pv_PT,electricity,1.0
ESP_3,wind_offshore_CN,electricity,1.0
ESP_3,wind_offshore_DE,electricity,1.0
ESP_3,wind_offshore_ESP,electricity,1.0
ESP_3,wind_offshore_FR,electricity,1.0
ESP_3,wind_offshore_IND,electricity,1.0
ESP_3,wind_offshore_NDL,electricity,1.0
ESP_3,wind_offshore_PT,electricity,1.0
ESP_3,wind_onshore_competing_CN,electricity,1.0
ESP_3,wind_onshore_competing_DE,electricity,1.0
ESP_3,wind_onshore_competing_ESP,electricity,1.0
ESP_3,wind_onshore_competing_FR,electricity,1.0
ESP_3,wind_onshore_competing_IND,electricity,1.0
ESP_3,wind_onshore_competing_NDL,electricity,1.0
ESP_3,wind_onshore_competing_PT,electricity,1.0
ESP_3,wind_onshore_monopoly_CN,electricity,1.0
ESP_3,wind_onshore_monopoly_DE,electricity,1.0
ESP_3,wind_onshore_monopoly_ESP,electricity,1.0
ESP_3,wind_onshore_monopoly_FR,electricity,1.0
ESP_3,wind_onshore_monopoly_IND,electricity,1.0
ESP_3,wind_onshore_monopoly_NDL,electricity,1.0
ESP_3,wind_onshore_monopoly_PT,electricity,1.0
ESP_4,ESP_2_ESP_4_ac_ohl_transmission,electricity,1.0
ESP_4,ESP_3_ESP_4_ac_ohl_transmission,electricity,1.0
ESP_4,ESP_3_ESP_7_ac_ohl_transmission,electricity,1.0
ESP_4,ESP_4_ESP_5_techs_ac_ohl_transmission,electricity,1.0
ESP_4,ESP_4_FRA_1_ac_ohl_mountain_transmission,electricity,1.0
ESP_4,ESP_4_FRA_1_dc_subsea_transmission,electricity,1.0
ESP_4,ESP_4_FRA_1_dc_underground_transmission,electricity,1.0
ESP_4,Trade_Markets_ESP_4_natural_gas_transmission,natural_gas,1.0
ESP_4,battery_CN,electricity,1.0
ESP_4,battery_CZ,electricity,1.0
ESP_4,battery_ESP,electricity,1.0
ESP_4,battery_HU,electricity,1.0
ESP_4,battery_PL,electricity,1.0
ESP_4,battery_US,electricity,1.0
ESP_4,biogas_to_electricity_supply_BEL,electricity,1.0
ESP_4,biogas_to_electricity_supply_CAN,electricity,1.0
ESP_4,biogas_to_electricity_supply_FR,electricity,1.0
ESP_4,biogas_to_electricity_supply_FSM,electricity,1.0
ESP_4,biogas_to_electricity_supply_UK,electricity,1.0
ESP_4,biogas_to_electricity_supply_USA,electricity,1.0
ESP_4,biomass_ESP,electricity,1.0
ESP_4,biomass_FR,electricity,1.0
ESP_4,biomass_IT,electricity,1.0
ESP_4,existing_biogas_to_electricity_supply,electricity,1.0
ESP_4,existing_biomass,electricity,1.0
ESP_4,existing_ccgt,electricity,1.0
ESP_4,existing_chp,electricity,1.0
ESP_4,existing_coal,electricity,1.0
ESP_4,existing_hydro_reservoir,electricity,1.0
ESP_4,existing_hydro_run_of_river,electricity,1.0
ESP_4,existing_nuclear,electricity,1.0
ESP_4,existing_oil_and_other,electricity,1.0
ESP_4,existing_open_field_pv,electricity,1.0
ESP_4,existing_pumped_hydro,electricity,1.0
ESP_4,existing_rooftop_pv,electricity,1.0
ESP_4,existing_wind_onshore,electricity,1.0
ESP_4,existing_wte,electricity,1.0
ESP_4,open_field_pv_CN,electricity,1.0
ESP_4,open_field_pv_DE,electricity,1.0
ESP_4,open_field_pv_ESP,electricity,1.0
ESP_4,open_field_pv_MY,electricity,1.0
ESP_4,open_field_pv_NL,electricity,1.0
ESP_4,open_field_pv_PT,electricity,1.0
ESP_4,pumped_hydro_CN,electricity,1.0
ESP_4,pumped_hydro_ESP,electricity,1.0
ESP_4,roof_mounted_pv_CN,electricity,1.0
ESP_4,roof_mounted_pv_DE,electricity,1.0
ESP_4,roof_mounted_pv_ESP,electricity,1.0
ESP_4,roof_mounted_pv_MY,electricity,1.0
ESP_4,roof_mounted_pv_NL,electricity,1.0
ESP_4,roof_mounted_pv_PT,electricity,1.0
ESP_4,wind_offshore_CN,electricity,1.0
ESP_4,wind_offshore_DE,electricity,1.0
ESP_4,wind_offshore_ESP,electricity,1.0
ESP_4,wind_offshore_FR,electricity,1.0
ESP_4,wind_offshore_IND,electricity,1.0
ESP_4,wind_offshore_NDL,electricity,1.0
ESP_4,wind_offshore_PT,electricity,1.0
ESP_4,wind_onshore_competing_CN,electricity,1.0
ESP_4,wind_onshore_competing_DE,electricity,1.0
ESP_4,wind_onshore_competing_ESP,electricity,1.0
ESP_4,wind_onshore_competing_FR,electricity,1.0
ESP_4,wind_onshore_competing_IND,electricity,1.0
ESP_4,wind_onshore_competing_NDL,electricity,1.0
ESP_4,wind_onshore_competing_PT,electricity,1.0
ESP_4,wind_onshore_monopoly_CN,electricity,1.0
ESP_4,wind_onshore_monopoly_DE,electricity,1.0
ESP_4,wind_onshore_monopoly_ESP,electricity,1.0
ESP_4,wind_onshore_monopoly_FR,electricity,1.0
ESP_4,wind_onshore_monopoly_IND,electricity,1.0
ESP_4,wind_onshore_monopoly_NDL,electricity,1.0
ESP_4,wind_onshore_monopoly_PT,electricity,1.0
