techs,carriers,systemwide_capacity_factor
battery_ESP,electricity,0.44658144104010794
battery_ESP,natural_gas,0.0
battery_ESP,oil,0.0
battery_ESP,uranium,0.0
battery_HU,coal,0.0
battery_HU,electricity,0.4317222447253949
battery_HU,natural_gas,0.0
battery_HU,oil,0.0
battery_HU,uranium,0.0
battery_PL,coal,0.0
battery_PL,electricity,0.4289475542137228
battery_PL,natural_gas,0.0
battery_PL,oil,0.0
battery_PL,uranium,0.0
battery_US,coal,0.0
battery_US,electricity,0.4237906321434971
battery_US,natural_gas,0.0
battery_US,oil,0.0
battery_US,uranium,0.0
biogas_to_electricity_supply_BEL,coal,0.0
biogas_to_electricity_supply_BEL,electricity,0.7381750877203909
biogas_to_electricity_supply_BEL,natural_gas,0.0
biogas_to_electricity_supply_BEL,oil,0.0
biogas_to_electricity_supply_BEL,uranium,0.0
biogas_to_electricity_supply_CAN,coal,0.0
biogas_to_electricity_supply_CAN,electricity,0.5327274191706989
biogas_to_electricity_supply_CAN,natural_gas,0.0
biogas_to_electricity_supply_CAN,oil,0.0
biogas_to_electricity_supply_CAN,uranium,0.0
biogas_to_electricity_supply_FR,coal,0.0
biogas_to_electricity_supply_FR,electricity,0.5289216157527756
biogas_to_electricity_supply_FR,natural_gas,0.0
biogas_to_electricity_supply_FR,oil,0.0
biogas_to_electricity_supply_FR,uranium,0.0
biogas_to_electricity_supply_FSM,coal,0.0
biogas_to_electricity_supply_FSM,electricity,0.5506856405716889
biogas_to_electricity_supply_FSM,natural_gas,0.0
biogas_to_electricity_supply_FSM,oil,0.0
biogas_to_electricity_supply_FSM,uranium,0.0
biogas_to_electricity_supply_UK,coal,0.0
biogas_to_electricity_supply_UK,electricity,0.5389453459020509
biogas_to_electricity_supply_UK,natural_gas,0.0
biogas_to_electricity_supply_UK,oil,0.0
biogas_to_electricity_supply_UK,uranium,0.0
biogas_to_electricity_supply_USA,coal,0.0
biogas_to_electricity_supply_USA,electricity,0.5495023695569745
biogas_to_electricity_supply_USA,natural_gas,0.0
biogas_to_electricity_supply_USA,oil,0.0
biogas_to_electricity_supply_USA,uranium,0.0
biomass_ESP,coal,0.0
biomass_ESP,electricity,0.6229854716172292
biomass_ESP,natural_gas,0.0
biomass_ESP,oil,0.0
biomass_ESP,uranium,0.0
biomass_FR,coal,0.0
biomass_FR,electricity,0.6229991755045248
biomass_FR,natural_gas,0.0
biomass_FR,oil,0.0
biomass_FR,uranium,0.0
biomass_IT,coal,0.0
biomass_IT,electricity,0.622977370854602
biomass_IT,natural_gas,0.0
biomass_IT,oil,0.0
biomass_IT,uranium,0.0
coal_AUS,coal,0.0
coal_AUS,electricity,0.0
coal_AUS,natural_gas,0.0
coal_AUS,oil,0.0
coal_AUS,uranium,0.0
coal_COL,coal,0.7896737895958702
coal_COL,electricity,0.0
coal_COL,natural_gas,0.0
coal_COL,oil,0.0
coal_COL,uranium,0.0
coal_ITA,coal,0.0
coal_ITA,electricity,0.0
coal_ITA,natural_gas,0.0
coal_ITA,oil,0.0
coal_ITA,uranium,0.0
coal_RUS,coal,0.0
coal_RUS,electricity,0.0
coal_RUS,natural_gas,0.0
coal_RUS,oil,0.0
coal_RUS,uranium,0.0
coal_USA,coal,0.0
coal_USA,electricity,0.0
coal_USA,natural_gas,0.0
coal_USA,oil,0.0
coal_USA,uranium,0.0
demand_tech,coal,0.0
demand_tech,electricity,0.0
demand_tech,natural_gas,0.0
demand_tech,oil,0.0
demand_tech,uranium,0.0
el_import_FR,coal,0.0
el_import_FR,electricity,0.5424851944613388
el_import_FR,natural_gas,0.0
el_import_FR,oil,0.0
el_import_FR,uranium,0.0
el_import_MA,coal,0.0
el_import_MA,electricity,0.0
el_import_MA,natural_gas,0.0
el_import_MA,oil,0.0
el_import_MA,uranium,0.0
el_import_PT,coal,0.0
el_import_PT,electricity,0.566741526750432
el_import_PT,natural_gas,0.0
el_import_PT,oil,0.0
el_import_PT,uranium,0.0
existing_biogas_to_electricity_supply,coal,0.0
existing_biogas_to_electricity_supply,electricity,0.9485636931003021
existing_biogas_to_electricity_supply,natural_gas,0.0
existing_biogas_to_electricity_supply,oil,0.0
existing_biogas_to_electricity_supply,uranium,0.0
existing_biomass,coal,0.0
existing_biomass,electricity,0.9725567340095056
existing_biomass,natural_gas,0.0
existing_biomass,oil,0.0
existing_biomass,uranium,0.0
existing_ccgt,coal,0.0
existing_ccgt,electricity,0.2966743384051724
existing_ccgt,natural_gas,0.0
existing_ccgt,oil,0.0
existing_ccgt,uranium,0.0
existing_chp,coal,0.0
existing_chp,electricity,0.024659532503039046
existing_chp,natural_gas,0.0
existing_chp,oil,0.0
existing_chp,uranium,0.0
existing_coal,coal,0.0
existing_coal,electricity,0.2989199196510242
existing_coal,natural_gas,0.0
existing_coal,oil,0.0
existing_coal,uranium,0.0
existing_hydro_reservoir,coal,0.0
existing_hydro_reservoir,electricity,0.0106472840399592
existing_hydro_reservoir,natural_gas,0.0
existing_hydro_reservoir,oil,0.0
existing_hydro_reservoir,uranium,0.0
existing_hydro_run_of_river,coal,0.0
existing_hydro_run_of_river,electricity,0.0
existing_hydro_run_of_river,natural_gas,0.0
existing_hydro_run_of_river,oil,0.0
existing_hydro_run_of_river,uranium,0.0
existing_nuclear,coal,0.0
existing_nuclear,electricity,0.9044130333255299
existing_nuclear,natural_gas,0.0
existing_nuclear,oil,0.0
existing_nuclear,uranium,0.0
existing_oil_and_other,coal,0.0
existing_oil_and_other,electricity,1.0519071504006198e-06
existing_oil_and_other,natural_gas,0.0
existing_oil_and_other,oil,0.0
existing_oil_and_other,uranium,0.0
existing_open_field_pv,coal,0.0
existing_open_field_pv,electricity,0.9983907066661447
existing_open_field_pv,natural_gas,0.0
existing_open_field_pv,oil,0.0
existing_open_field_pv,uranium,0.0
existing_pumped_hydro,coal,0.0
existing_pumped_hydro,electricity,0.4719598180344934
existing_pumped_hydro,natural_gas,0.0
existing_pumped_hydro,oil,0.0
existing_pumped_hydro,uranium,0.0
existing_rooftop_pv,coal,0.0
existing_rooftop_pv,electricity,0.9410639597583054
existing_rooftop_pv,natural_gas,0.0
existing_rooftop_pv,oil,0.0
existing_rooftop_pv,uranium,0.0
existing_wind_onshore,coal,0.0
existing_wind_onshore,electricity,0.48876435869402796
existing_wind_onshore,natural_gas,0.0
existing_wind_onshore,oil,0.0
existing_wind_onshore,uranium,0.0
existing_wte,coal,0.0
existing_wte,electricity,0.5354859340378213
existing_wte,natural_gas,0.0
existing_wte,oil,0.0
existing_wte,uranium,0.0
natural_gas_DEU,coal,0.0
natural_gas_DEU,electricity,0.0
natural_gas_DEU,natural_gas,0.0
natural_gas_DEU,oil,0.0
natural_gas_DEU,uranium,0.0
natural_gas_DNK,coal,0.0
natural_gas_DNK,electricity,0.0
natural_gas_DNK,natural_gas,0.0
natural_gas_DNK,oil,0.0
natural_gas_DNK,uranium,0.0
natural_gas_DZA,coal,0.0
natural_gas_DZA,electricity,0.0
natural_gas_DZA,natural_gas,0.10062320089349944
natural_gas_DZA,oil,0.0
natural_gas_DZA,uranium,0.0
natural_gas_NOR,coal,0.0
natural_gas_NOR,electricity,0.0
natural_gas_NOR,natural_gas,0.0
natural_gas_NOR,oil,0.0
natural_gas_NOR,uranium,0.0
natural_gas_PT,coal,0.0
natural_gas_PT,electricity,0.0
natural_gas_PT,natural_gas,0.0
natural_gas_PT,oil,0.0
natural_gas_PT,uranium,0.0
natural_gas_liquid_DZA,coal,0.0
natural_gas_liquid_DZA,electricity,0.0
natural_gas_liquid_DZA,natural_gas,0.0
natural_gas_liquid_DZA,oil,0.0
natural_gas_liquid_DZA,uranium,0.0
natural_gas_liquid_NGA,coal,0.0
natural_gas_liquid_NGA,electricity,0.0
natural_gas_liquid_NGA,natural_gas,0.0
natural_gas_liquid_NGA,oil,0.0
natural_gas_liquid_NGA,uranium,0.0
natural_gas_liquid_QAT,coal,0.0
natural_gas_liquid_QAT,electricity,0.0
natural_gas_liquid_QAT,natural_gas,0.0
natural_gas_liquid_QAT,oil,0.0
natural_gas_liquid_QAT,uranium,0.0
natural_gas_liquid_RUS,coal,0.0
natural_gas_liquid_RUS,electricity,0.0
natural_gas_liquid_RUS,natural_gas,0.0
natural_gas_liquid_RUS,oil,0.0
natural_gas_liquid_RUS,uranium,0.0
natural_gas_liquid_USA,coal,0.0
natural_gas_liquid_USA,electricity,0.0
natural_gas_liquid_USA,natural_gas,0.0
natural_gas_liquid_USA,oil,0.0
natural_gas_liquid_USA,uranium,0.0
oil_LBY,coal,0.0
oil_LBY,electricity,0.0
oil_LBY,natural_gas,0.0
oil_LBY,oil,0.0
oil_LBY,uranium,0.0
oil_MEX,coal,0.0
oil_MEX,electricity,0.0
oil_MEX,natural_gas,0.0
oil_MEX,oil,0.43665245795989877
oil_MEX,uranium,0.0
oil_NGA,coal,0.0
oil_NGA,electricity,0.0
oil_NGA,natural_gas,0.0
oil_NGA,oil,0.0
oil_NGA,uranium,0.0
oil_SA,coal,0.0
oil_SA,electricity,0.0
oil_SA,natural_gas,0.0
oil_SA,oil,0.0
oil_SA,uranium,0.0
oil_USA,coal,0.0
oil_USA,electricity,0.0
oil_USA,natural_gas,0.0
oil_USA,oil,0.0
oil_USA,uranium,0.0
open_field_pv_CN,coal,0.0
open_field_pv_CN,electricity,0.0004320827844658331
open_field_pv_CN,natural_gas,0.0
open_field_pv_CN,oil,0.0
open_field_pv_CN,uranium,0.0
open_field_pv_DE,coal,0.0
open_field_pv_DE,electricity,0.8468047102644244
open_field_pv_DE,natural_gas,0.0
open_field_pv_DE,oil,0.0
open_field_pv_DE,uranium,0.0
open_field_pv_ESP,coal,0.0
open_field_pv_ESP,electricity,0.6193124128843995
open_field_pv_ESP,natural_gas,0.0
open_field_pv_ESP,oil,0.0
open_field_pv_ESP,uranium,0.0
open_field_pv_MY,coal,0.0
open_field_pv_MY,electricity,0.8233118690179676
open_field_pv_MY,natural_gas,0.0
open_field_pv_MY,oil,0.0
open_field_pv_MY,uranium,0.0
open_field_pv_NL,coal,0.0
open_field_pv_NL,electricity,0.9987538180326675
open_field_pv_NL,natural_gas,0.0
open_field_pv_NL,oil,0.0
open_field_pv_NL,uranium,0.0
open_field_pv_PT,coal,0.0
open_field_pv_PT,electricity,0.7788724398727741
open_field_pv_PT,natural_gas,0.0
open_field_pv_PT,oil,0.0
open_field_pv_PT,uranium,0.0
pumped_hydro_CN,coal,0.0
pumped_hydro_CN,electricity,0.5061791435669102
pumped_hydro_CN,natural_gas,0.0
pumped_hydro_CN,oil,0.0
pumped_hydro_CN,uranium,0.0
pumped_hydro_ESP,coal,0.0
pumped_hydro_ESP,electricity,0.5404152149614344
pumped_hydro_ESP,natural_gas,0.0
pumped_hydro_ESP,oil,0.0
pumped_hydro_ESP,uranium,0.0
roof_mounted_pv_CN,coal,0.0
roof_mounted_pv_CN,electricity,0.0001088800571158229
roof_mounted_pv_CN,natural_gas,0.0
roof_mounted_pv_CN,oil,0.0
roof_mounted_pv_CN,uranium,0.0
roof_mounted_pv_DE,coal,0.0
roof_mounted_pv_DE,electricity,0.0001570867212520013
roof_mounted_pv_DE,natural_gas,0.0
roof_mounted_pv_DE,oil,0.0
roof_mounted_pv_DE,uranium,0.0
roof_mounted_pv_ESP,coal,0.0
roof_mounted_pv_ESP,electricity,0.00015880611738217697
roof_mounted_pv_ESP,natural_gas,0.0
roof_mounted_pv_ESP,oil,0.0
roof_mounted_pv_ESP,uranium,0.0
roof_mounted_pv_MY,coal,0.0
roof_mounted_pv_MY,electricity,0.00015713420417446481
roof_mounted_pv_MY,natural_gas,0.0
roof_mounted_pv_MY,oil,0.0
roof_mounted_pv_MY,uranium,0.0
roof_mounted_pv_NL,coal,0.0
roof_mounted_pv_NL,electricity,0.00015704634248186268
roof_mounted_pv_NL,natural_gas,0.0
roof_mounted_pv_NL,oil,0.0
roof_mounted_pv_NL,uranium,0.0
roof_mounted_pv_PT,coal,0.0
roof_mounted_pv_PT,electricity,0.00015729548218560362
roof_mounted_pv_PT,natural_gas,0.0
roof_mounted_pv_PT,oil,0.0
roof_mounted_pv_PT,uranium,0.0
uranium_UK,coal,0.0
uranium_UK,electricity,0.0
uranium_UK,natural_gas,0.0
uranium_UK,oil,0.0
uranium_UK,uranium,0.0
uranium_USA,coal,0.0
uranium_USA,electricity,0.0
uranium_USA,natural_gas,0.0
uranium_USA,oil,0.0
uranium_USA,uranium,0.9044130346750745
wind_offshore_CN,coal,0.0
wind_offshore_CN,electricity,0.30473004791697955
wind_offshore_CN,natural_gas,0.0
wind_offshore_CN,oil,0.0
wind_offshore_CN,uranium,0.0
wind_offshore_DE,coal,0.0
wind_offshore_DE,electricity,0.30626458863664957
wind_offshore_DE,natural_gas,0.0
wind_offshore_DE,oil,0.0
wind_offshore_DE,uranium,0.0
wind_offshore_ESP,coal,0.0
wind_offshore_ESP,electricity,0.25025433969689836
wind_offshore_ESP,natural_gas,0.0
wind_offshore_ESP,oil,0.0
wind_offshore_ESP,uranium,0.0
wind_offshore_FR,coal,0.0
wind_offshore_FR,electricity,0.3064702269952138
wind_offshore_FR,natural_gas,0.0
wind_offshore_FR,oil,0.0
wind_offshore_FR,uranium,0.0
wind_offshore_IND,coal,0.0
wind_offshore_IND,electricity,0.3047004073872706
wind_offshore_IND,natural_gas,0.0
wind_offshore_IND,oil,0.0
wind_offshore_IND,uranium,0.0
wind_offshore_NDL,coal,0.0
wind_offshore_NDL,electricity,0.3067839767587193
wind_offshore_NDL,natural_gas,0.0
wind_offshore_NDL,oil,0.0
wind_offshore_NDL,uranium,0.0
wind_offshore_PT,coal,0.0
wind_offshore_PT,electricity,0.306529866235322
wind_offshore_PT,natural_gas,0.0
wind_offshore_PT,oil,0.0
wind_offshore_PT,uranium,0.0
wind_onshore_competing_CN,coal,0.0
wind_onshore_competing_CN,electricity,0.22880667377125852
wind_onshore_competing_CN,natural_gas,0.0
wind_onshore_competing_CN,oil,0.0
wind_onshore_competing_CN,uranium,0.0
wind_onshore_competing_DE,coal,0.0
wind_onshore_competing_DE,electricity,0.23103806891929568
wind_onshore_competing_DE,natural_gas,0.0
wind_onshore_competing_DE,oil,0.0
wind_onshore_competing_DE,uranium,0.0
wind_onshore_competing_ESP,coal,0.0
wind_onshore_competing_ESP,electricity,0.1928642286908424
wind_onshore_competing_ESP,natural_gas,0.0
wind_onshore_competing_ESP,oil,0.0
wind_onshore_competing_ESP,uranium,0.0
wind_onshore_competing_FR,coal,0.0
wind_onshore_competing_FR,electricity,0.23135597781885597
wind_onshore_competing_FR,natural_gas,0.0
wind_onshore_competing_FR,oil,0.0
wind_onshore_competing_FR,uranium,0.0
wind_onshore_competing_IND,coal,0.0
wind_onshore_competing_IND,electricity,0.22815767536762457
wind_onshore_competing_IND,natural_gas,0.0
wind_onshore_competing_IND,oil,0.0
wind_onshore_competing_IND,uranium,0.0
wind_onshore_competing_NDL,coal,0.0
wind_onshore_competing_NDL,electricity,0.23184928993447043
wind_onshore_competing_NDL,natural_gas,0.0
wind_onshore_competing_NDL,oil,0.0
wind_onshore_competing_NDL,uranium,0.0
wind_onshore_competing_PT,coal,0.0
wind_onshore_competing_PT,electricity,0.2314489930201205
wind_onshore_competing_PT,natural_gas,0.0
wind_onshore_competing_PT,oil,0.0
wind_onshore_competing_PT,uranium,0.0
wind_onshore_monopoly_CN,coal,0.0
wind_onshore_monopoly_CN,electricity,0.2289451878569116
wind_onshore_monopoly_CN,natural_gas,0.0
wind_onshore_monopoly_CN,oil,0.0
wind_onshore_monopoly_CN,uranium,0.0
wind_onshore_monopoly_DE,coal,0.0
wind_onshore_monopoly_DE,electricity,0.23120407891437908
wind_onshore_monopoly_DE,natural_gas,0.0
wind_onshore_monopoly_DE,oil,0.0
wind_onshore_monopoly_DE,uranium,0.0
wind_onshore_monopoly_ESP,coal,0.0
wind_onshore_monopoly_ESP,electricity,0.23200578133985325
wind_onshore_monopoly_ESP,natural_gas,0.0
wind_onshore_monopoly_ESP,oil,0.0
wind_onshore_monopoly_ESP,uranium,0.0
wind_onshore_monopoly_FR,coal,0.0
wind_onshore_monopoly_FR,electricity,0.23151944287704357
wind_onshore_monopoly_FR,natural_gas,0.0
wind_onshore_monopoly_FR,oil,0.0
wind_onshore_monopoly_FR,uranium,0.0
wind_onshore_monopoly_IND,coal,0.0
wind_onshore_monopoly_IND,electricity,0.228903286158109
wind_onshore_monopoly_IND,natural_gas,0.0
wind_onshore_monopoly_IND,oil,0.0
wind_onshore_monopoly_IND,uranium,0.0
wind_onshore_monopoly_NDL,coal,0.0
wind_onshore_monopoly_NDL,electricity,0.22204656533366143
wind_onshore_monopoly_NDL,natural_gas,0.0
wind_onshore_monopoly_NDL,oil,0.0
wind_onshore_monopoly_NDL,uranium,0.0
wind_onshore_monopoly_PT,coal,0.0
wind_onshore_monopoly_PT,electricity,0.23161140562240096
wind_onshore_monopoly_PT,natural_gas,0.0
wind_onshore_monopoly_PT,oil,0.0
wind_onshore_monopoly_PT,uranium,0.0
